Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
3,0,9,10,20.9,37.8,29.4,11.9,382479,241281,66777,4172,1792,60813,74421,8755,43687,27559,7627,477,205,6946,8500,219081,81860,24444,17651,6793,112777,79516,33261,5127,3034,2093,831,1262,42731,26981,26356,1
3,0,7,9,15.9,38,31.9,14.2,406746,265437,74787,4556,1820,68411,66522,10364,39246,25611,7216,440,176,6601,6419,301931,157303,47159,34104,13055,97469,71308,26161,7504,5416,2088,794,1294,40236,29044,20217,1
3,0,9,9,18.1,35.4,32.2,14.4,415173,257555,87225,5114,1922,80189,70393,10473,39642,24592,8329,488,184,7657,6721,279850,153273,40943,28922,12021,85634,55755,29879,7028,4798,2230,818,1412,39819,31945,21161,0
3,0,8,6,18.2,33.5,33.6,14.7,390259,231014,84603,5325,2112,77166,74642,11084,35209,20842,7633,480,191,6962,6734,215779,133340,35086,24321,10765,47353,30334,17019,6588,4236,2352,853,1499,32753,31478,11354,1
3,0,7,9,19.6,37.2,28.9,14.2,425638,256547,96426,6812,2196,87418,72665,11701,36376,21925,8241,582,188,7471,6210,297646,155041,44237,32130,12107,98368,62438,35930,7724,5444,2280,718,1562,38535,28479,23003,1
3,0,6,6,13.6,37.5,29.4,19.5,371914,211347,97428,5042,2253,90133,63139,10872,34208,19440,8961,464,207,8290,5807,223586,161692,43258,30463,12795,18636,-1,18637,6172,4638,1534,30,1504,36226,34862,12392,1
3,0,7,9,19.6,35.1,31.2,14,354922,212888,81192,5269,2260,73663,60842,9966,35613,21361,8147,529,227,7391,6105,236983,127025,36031,25932,10099,73927,42814,31113,6078,4163,1915,723,1192,38990,30513,26102,3
3,0,7,9,24.1,39,23.3,13.7,375132,231074,83148,6193,2287,74668,60910,11120,33735,20780,7477,557,206,6715,5478,228823,129276,36869,26527,10342,62678,47478,15200,6209,4508,1701,495,1206,36853,28677,12604,0
3,0,7,9,18.4,37.6,30.3,13.7,472240,290367,92158,6455,2373,83330,89715,12376,38158,23462,7447,522,192,6733,7249,323085,203596,54829,38177,16652,64660,45078,19582,8283,6291,1992,587,1405,39006,32363,13937,0
3,0,8,7,20.9,37,30.2,12,409288,275436,73377,4902,2639,65836,60475,9551,42853,28838,7683,513,276,6893,6332,215832,81702,23090,16217,6873,111040,98570,12470,4796,2538,2258,1153,1105,45003,32191,11285,0
3,0,7,9,19.8,37,29.7,13.4,640376,404893,121695,7873,2817,111005,113788,16103,39767,25144,7557,489,175,6893,7066,404330,185676,53701,39269,14432,164953,102457,62496,9387,6351,3036,974,2062,43073,29236,30308,8
3,0,8,7,23.6,35.3,26.3,14.7,239759,128054,72426,7568,2975,61883,39279,8603,27869,14885,8419,880,346,7193,4566,114193,73769,23792,17455,6337,16632,3671,12961,4492,2687,1805,515,1290,25421,27454,10047,1
3,0,7,8,24.2,34.3,28,13.5,746295,480524,135858,13457,3020,119381,129913,21126,35326,22746,6431,637,143,5651,6149,579806,342890,89873,63434,26439,147043,101627,45416,14384,11146,3238,906,2332,40309,30764,19475,0
3,0,7,11,17.5,37.7,29.9,14.9,606995,396911,94890,6934,3086,84870,115194,15935,38092,24908,5955,435,194,5326,7229,493695,328854,102133,71715,30418,62708,45980,16728,12341,9394,2947,981,1966,40004,35007,8509,11
3,0,7,9,16.4,40.8,29,13.8,554822,328343,120995,8590,3110,109295,105484,14790,37513,22200,8181,581,210,7390,7132,332450,171818,49412,35166,14246,111220,63068,48152,8505,5672,2833,780,2053,39089,30292,23454,0
3,0,9,9,19.1,37.9,30.3,12.6,670967,428759,123686,9028,3230,111428,118522,15911,42170,26947,7774,567,203,7003,7449,440286,214195,58733,40926,17807,167358,135168,32190,9821,7119,2702,889,1813,44831,30088,17755,23
3,0,7,11,18.1,37.5,29.4,15.1,432389,243721,119531,9550,3417,106564,69137,13432,32191,18145,8899,711,254,7934,5147,276617,206700,56225,39343,16882,13692,795,12897,6923,5522,1401,182,1219,39956,37432,10580,0
3,0,8,4,20.8,40.1,27.5,11.6,556714,367060,103317,7108,3447,92762,86337,15283,36427,24018,6760,465,226,6070,5649,231799,113223,32840,23360,9480,85736,59748,25988,6416,3935,2481,851,1630,36128,28773,15944,2
3,0,7,9,20.5,36.9,29.2,13.4,377681,189078,125020,12201,3455,109364,63583,13844,27281,13658,9031,881,250,7900,4593,260961,176800,51054,36896,14158,33107,9632,23475,8661,6220,2441,567,1874,30131,28424,12527,1
3,0,7,9,15.2,38.5,30.1,16.2,679106,449092,121449,9755,3655,108039,108565,19311,35167,23256,6289,505,189,5595,5622,437545,265961,75283,53262,22021,96301,69480,26821,11396,8535,2861,712,2149,38395,31161,12481,9
3,0,7,8,16.3,37.9,29.7,16.1,816214,485298,167853,12119,3660,152074,163063,20914,39027,23204,8026,579,175,7271,7797,565471,338375,88112,61812,26300,138984,100180,38804,14081,10445,3636,782,2854,40158,32396,13596,0
3,0,3,2,13.3,35.9,33.7,17.1,729625,527150,101252,7040,3763,90449,101223,19876,36709,26522,5094,354,189,4551,5093,354742,209843,55045,38384,16661,89854,26225,63629,8837,5894,2943,613,2330,40143,35603,27309,22
3,0,3,2,14.4,37.5,31.2,16.9,783737,502356,138728,7883,3958,126887,142653,21787,35973,23058,6367,362,182,5824,6548,366613,228740,65375,46596,18779,72498,33518,38980,11129,7493,3636,823,2813,32942,30527,13857,2
3,0,6,6,18.7,31,35.4,14.9,522636,312445,101442,8310,4036,89096,108749,13842,37757,22572,7329,600,292,6437,7856,449737,318304,87757,61066,26691,43676,23932,19744,11719,9567,2152,530,1622,38377,33271,12173,8
3,0,3,2,14.5,34.7,30.3,20.5,707179,453191,126831,8019,4052,114760,127157,19159,36911,23654,6620,419,211,5990,6637,245280,146851,44531,32341,12190,53898,20460,33438,8950,5471,3479,875,2604,27406,26842,12841,6
3,0,8,7,19.6,39.6,29.5,11.3,455640,209404,148204,10346,4076,133782,98032,16422,27746,12751,9025,630,248,8147,5970,174216,121241,34880,24940,9940,18095,-591,18686,6543,4399,2144,462,1682,26626,27561,11109,1
3,0,7,8,17.4,32.5,28.7,21.4,964084,635636,168123,12835,4149,151139,160325,25646,37592,24785,6556,500,162,5893,6251,802609,538701,143189,101779,41410,120719,69069,51650,19740,15840,3900,819,3081,40659,34009,16764,2
3,0,8,6,18.3,36.9,29.7,15.1,767609,500302,146687,9302,4275,133110,120620,20991,36568,23834,6988,443,204,6341,5746,386262,182383,52157,37484,14673,151722,43535,108187,11334,6784,4550,1414,3136,34080,26884,34498,5
3,0,7,9,13.9,34.4,31.5,20.2,605251,327374,160397,13174,4690,142533,117480,20346,29748,16090,7883,647,231,7005,5774,284734,191741,53262,37446,15816,39731,-223,39954,9954,6467,3487,385,3102,28605,29649,12880,1
3,0,6,6,20.7,41.2,28.1,10,777850,476053,194373,16166,5222,172985,107424,24859,31290,19150,7819,650,210,6959,4321,406438,222967,60827,43055,17772,122644,30474,92170,11524,7171,4353,1671,2682,35269,31093,34366,0
3,0,6,4,19.4,42.2,28,10.5,460019,263862,123564,10247,5267,108050,72593,16535,27821,15958,7473,620,319,6535,4390,169305,116942,34173,24346,9827,18190,-3024,21214,6320,4111,2209,608,1601,26789,28446,13250,0
3,0,6,4,18.5,38.3,29.4,13.9,788593,508834,155572,10651,5337,139584,124187,23454,33623,21695,6633,454,228,5951,5295,376529,232456,62516,44068,18448,81557,36782,44775,11065,7275,3790,982,2808,34029,31953,15946,3
3,0,3,2,18,31.7,32.7,17.6,1174263,756437,240343,21167,5544,213632,177483,31175,37667,24264,7709,679,178,6853,5693,706764,398571,111877,78879,32998,196316,144681,51635,18241,13361,4880,1236,3644,38746,29831,14170,1
3,0,5,8,9.9,27.7,33.1,29.3,1198638,813782,176281,13492,5553,157236,208575,32261,37154,25225,5464,418,172,4874,6465,775475,511167,145333,105677,39656,118975,65814,53161,19962,15637,4325,669,3656,38848,32690,14541,7
3,0,7,8,18.3,38.5,26.7,16.5,1020175,627812,193043,10851,5807,176385,199320,25992,39250,24154,7427,417,223,6786,7669,733414,464712,128137,89614,38523,140565,66140,74425,19263,14867,4396,941,3455,38074,31258,21541,1
3,0,7,8,18.8,37.7,30.7,12.8,1049810,623686,240652,17708,6059,216885,185472,31270,33572,19945,7696,566,194,6936,5931,629245,414931,108444,74678,33766,105870,52081,53789,17288,13390,3898,1039,2859,36398,30988,18814,1
3,0,4,5,17.7,35.3,32.3,14.7,1354423,823353,299666,23186,6146,270334,231404,38695,35003,21278,7744,599,159,6986,5980,886266,626340,152644,105366,47278,107282,39721,67561,21979,17641,4338,940,3398,40323,35505,19883,3
3,0,7,8,14.4,33.1,35.2,17.3,1421000,895884,274916,16826,6571,251519,250200,36108,39354,24811,7614,466,182,6966,6929,1030041,651569,161829,113338,48491,216643,19892,196751,25543,18815,6728,1014,5714,40326,34630,34433,8
3,0,6,4,15.4,38.3,29.4,16.9,997915,660043,165872,10985,6793,148094,172000,27816,35876,23729,5963,395,244,5324,6183,420038,279341,78494,55461,23033,62203,27705,34498,12392,8812,3580,932,2648,33896,31700,13028,4
3,0,5,8,13.4,35.9,30.5,20.1,1339922,927998,215613,16972,6845,191796,196311,36558,36652,25384,5898,464,187,5246,5370,1156782,858569,214516,148675,65841,83697,28875,54822,27483,22826,4657,771,3886,42091,37614,14108,23
3,0,6,4,18.7,40.4,28.8,12.2,805414,479675,207338,17936,7177,182225,118401,26171,30775,18328,7922,685,274,6963,4524,405129,286055,78757,56555,22202,40317,3540,36777,14675,10362,4313,664,3649,27607,27606,10079,3
3,0,6,6,17.1,34.7,31.6,16.7,1058788,610444,255641,24963,7465,223213,192703,32244,32837,18932,7928,774,232,6923,5976,621410,411689,113214,79150,34064,96507,25967,70540,19614,13689,5925,1021,4904,31682,30074,14384,1
3,0,4,5,16.5,31.1,34,18.3,1653745,1051380,295036,25993,7570,261473,307329,41840,39525,25129,7052,621,181,6249,7345,1172846,767350,201471,139144,62327,204025,64130,139895,30278,23851,6427,1135,5292,38736,32173,26435,19
3,0,6,4,21,40.9,27.8,10.3,791156,447428,223211,20167,7784,195260,120517,29614,26716,15109,7537,681,263,6594,4070,350137,241235,70479,50978,19501,38423,4614,33809,13077,8908,4169,799,3370,26775,27081,10032,0
3,0,2,2,15.7,37.4,32,14.9,1113295,691799,266200,19858,7825,238517,155296,34986,31821,19774,7609,568,224,6817,4439,650738,469472,131935,93830,38105,49331,-1456,50787,17934,13999,3935,430,3505,36285,33536,14490,0
3,0,3,2,13.3,28.2,33.8,24.7,1901514,1261451,352342,33960,7832,310550,287721,57056,33327,22109,6175,595,137,5443,5043,983488,631066,167797,113886,53911,184625,65926,118699,27329,20539,6790,724,6066,35987,30725,19568,11
3,0,9,8,16.1,36.5,30.9,16.6,950411,427061,280122,27946,7933,244243,243228,28733,33077,14863,9749,973,276,8500,8465,376631,257479,73696,52459,21237,45456,3696,41760,14718,10246,4472,488,3984,25590,25130,10482,0
3,0,6,3,15.3,37.3,32,15.4,1319878,885858,230144,13841,7998,208305,203876,36917,35753,23996,6234,375,217,5643,5523,972450,681682,181662,127491,54171,109106,25457,83649,24248,19028,5220,872,4348,40104,35825,19239,11
3,0,6,6,20.3,38.7,28.3,12.6,1051858,650042,237914,18850,8731,210333,163902,33267,31619,19540,7152,567,262,6323,4927,602105,359685,104498,74903,29595,137922,91068,46854,18104,12259,5845,1653,4192,33258,29340,11177,2
3,0,4,5,16,30.2,30.6,23.2,1788432,1068993,293014,23708,8945,260361,426425,51457,34756,20774,5694,461,174,5060,8287,1236216,891760,254636,183768,70868,89820,28518,61302,32998,27359,5639,1015,4624,37463,32595,13257,5
3,0,3,2,15.1,34.8,32.9,17.2,1306428,908636,212312,19453,8945,183914,185480,38200,34200,23786,5558,509,234,4815,4855,841221,571746,145090,97516,47574,124385,37097,87288,21883,16942,4941,811,4130,38442,33747,21135,2
3,0,4,3,13.3,36.5,31.1,19.1,1808551,1200321,294115,17039,9274,267802,314115,45919,39386,26140,6405,371,202,5832,6841,1187097,817770,214611,150939,63672,154716,49524,105192,29949,22789,7160,1395,5765,39637,35884,18247,20
3,0,1,1,13.4,38.4,33.7,14.5,1237359,859579,222803,16623,9636,196544,154977,37851,32690,22710,5886,439,255,5193,4094,524668,376447,100414,70230,30184,47807,-84,47891,16369,11542,4827,792,4035,32053,32615,11869,4
3,0,7,8,16.6,28.6,31.3,23.5,1257288,689430,350038,53472,9649,286917,217820,43815,28695,15735,7989,1220,220,6548,4971,826071,593647,167346,119086,48260,65078,3917,61161,24788,19171,5617,567,5050,33325,30966,12111,3
3,0,5,8,12.3,28.1,32.9,26.6,2151238,1391337,350378,33039,10608,306731,409523,62860,34223,22134,5574,526,169,4880,6515,1873204,1321305,338120,233518,104602,213779,81265,132514,47339,39604,7735,1003,6732,39570,33363,19684,3
3,0,6,6,14.4,33.3,34.7,17.6,1375014,743124,386278,33131,11563,341584,245612,44852,30657,16568,8612,739,258,7616,5476,789840,575292,157276,109226,48050,57272,-1053,58325,22461,16758,5703,364,5339,35165,34329,10924,3
3,0,6,5,18.6,33.2,31.1,17.2,1937720,1103540,452133,31562,11728,408843,382047,57691,33588,19128,7837,547,203,7087,6622,1102533,705008,202784,145508,57276,194741,87829,106912,34004,23534,10470,2787,7683,32424,29957,13915,2
3,0,1,1,11.3,37.1,36.3,15.3,1906896,1368590,293156,19020,12001,262135,245150,53012,35971,25817,5530,359,226,4945,4624,771903,552404,139579,94857,44722,79920,7237,72683,23303,15951,7352,750,6602,33125,34631,11009,13
3,0,4,3,14.8,33,29.9,22.4,2115585,1421535,344611,25921,12367,306323,349439,63061,33548,22542,5465,411,196,4858,5541,1221308,874505,216150,145913,70237,130653,25091,105562,33170,25006,8164,1263,6901,36820,34972,15297,15
3,0,5,8,13.7,33.6,34.3,18.4,2027720,1135487,495673,37589,14759,443325,396560,62178,32612,18262,7972,605,237,7130,6378,1331044,953558,249385,170187,79198,128101,-2043,130144,40526,30478,10048,521,9527,32844,31287,13661,5
3,0,1,1,8.6,26.6,30.4,34.3,4733057,3664983,357072,19376,15823,321873,711002,88812,53293,41267,4021,218,178,3624,8006,2242579,1557121,379151,258906,120245,306307,21957,284350,48350,35987,12363,681,11682,46382,43269,24341,66
3,0,1,1,10.1,32.5,38,19.4,3050178,2301591,373820,27902,19627,326291,374767,87495,34861,26305,4272,319,224,3729,4283,1247921,892698,237667,165921,71746,117556,5363,112193,35414,24909,10505,446,10059,35238,35838,11153,31
3,0,3,2,8.9,24,32.4,34.7,6030795,4310535,774238,63787,22831,687620,946022,141527,42612,30457,5471,451,161,4859,6684,5711404,4475630,980607,649517,331090,255167,20208,234959,111189,94121,17068,1162,15906,51367,47552,14772,309
3,0,1,1,9,28.4,33.2,29.4,5666497,4380920,510376,33777,23585,453014,775201,126613,44754,34601,4031,267,186,3578,6123,2536507,1855768,424053,278369,145684,256686,25649,231037,63034,46099,16935,688,16247,40240,40256,14220,80
3,0,1,1,11.9,36.8,33.4,17.9,4545188,3399838,575449,38918,26435,510096,569901,121553,37393,27970,4734,320,217,4196,4688,1927881,1331601,353596,244474,109122,242684,27364,215320,55784,39920,15864,1302,14562,34560,33357,14786,18
3,0,3,2,13.8,33.4,30.9,22,5137540,3429592,868015,67852,30052,770111,839933,148307,34641,23125,5853,458,203,5193,5663,4245568,3079210,786057,540400,245657,380301,153176,227125,107691,87719,19972,2939,17033,39424,35103,13334,13
3,0,1,1,6,26,34.1,33.9,11279618,8100484,1103224,64288,41419,997517,2075910,233306,48347,34720,4729,276,178,4276,8898,4196630,3063315,744140,502748,241392,389175,12799,376376,107796,78625,29171,569,28602,38931,38961,13159,338
3,0,2,2,12.8,31.8,33.5,21.9,7143657,4317450,1604745,146171,47607,1410967,1221462,199745,35764,21615,8034,732,238,7064,6115,5280073,3839804,977432,673362,304070,462837,305,462532,123295,103966,19329,652,18677,42825,36933,24765,8
3,0,1,1,9,32.4,37.3,21.3,12665860,9392960,1735404,129684,67079,1538641,1537496,327427,38683,28687,5300,396,205,4699,4696,6773236,5099785,1206903,801944,404959,466548,4790,461758,154946,121687,33259,381,32878,43714,41909,14045,233
3,0,1,1,6.8,23.5,34.8,34.9,18185205,13481026,1968120,123254,72809,1772057,2736059,393900,46167,34224,4996,313,185,4499,6946,11035717,8301019,1910602,1267363,643239,824096,29066,795030,233667,187074,46593,852,45741,47228,44373,17381,200
3,0,1,1,12.4,25.3,28,34.3,21468293,13422619,3555362,426798,92850,3035714,4490312,502890,42690,26691,7070,849,185,6037,8929,22282169,17439055,3955216,2640853,1314363,887898,826,887072,409024,354211,54813,26,54787,54476,49234,16191,242
3,0,1,1,9.4,21.2,30.4,39.1,64692558,42477384,7220588,739138,211273,6270177,14994586,1135173,56989,37419,6361,651,186,5524,13209,67296302,52339493,10746158,7026390,3719768,4210651,7781,4202870,1060939,900879,160060,471,159589,63431,58098,26336,718
3,0,9,10,19.8,45.6,23.2,11.3,59573,31172,16602,931,238,15433,11799,2166,27504,14392,7665,430,110,7125,5447,19426,10281,3750,3028,722,5395,3396,1999,1169,494,675,381,294,16618,20812,6799,0
3,0,9,10,20,44.8,24.1,11.2,130421,59830,44391,3062,501,40828,26200,5028,25939,11899,8829,609,100,8120,5211,58230,36035,10550,7953,2597,11645,1834,9811,2534,1246,1288,602,686,22979,28921,14302,0
3,0,9,8,18.6,46.6,23.2,11.6,105838,54361,34101,2290,512,31299,17376,4383,24147,12403,7780,522,117,7141,3964,36621,19625,6853,5418,1435,10143,2885,7258,1716,830,886,490,396,21341,23645,18328,0
3,0,8,7,18.1,49.5,20.7,11.7,191133,124308,37236,2097,516,34623,29589,4926,38801,25235,7559,426,105,7029,6007,101524,37241,11266,8414,2852,53017,20601,32416,2461,1383,1078,369,709,41253,26928,45721,0
3,0,9,10,20,39.2,24.2,16.6,227338,142097,47076,2238,563,44275,38165,5798,39210,24508,8119,386,97,7636,6582,120929,53424,14950,11029,3921,52555,33887,18668,3188,2029,1159,386,773,37933,26330,24150,0
3,0,8,7,18.2,45.6,21.6,14.5,223897,126523,62001,2913,597,58491,35373,6806,32897,18590,9110,428,88,8594,5197,113662,61137,17249,12514,4735,35276,24806,10470,3948,2416,1532,710,822,28790,25305,12737,0
4,0,6,6,29.9,33.3,19.2,17.6,579601,236611,144799,16024,6136,122639,198191,15934,36375,14849,9087,1006,385,7697,12438,258817,187385,44801,31658,13143,26631,15046,11585,8125,5668,2457,186,2271,31854,33060,5101,0
4,0,6,6,33.7,39.2,19.2,7.9,608452,368066,153428,21487,6203,125738,86958,25068,24272,14683,6120,857,247,5016,3469,312885,173916,54092,42581,11511,84877,65332,19545,8490,6242,2248,479,1769,36853,27862,11049,0
4,0,6,6,35.4,36,20.4,8.1,440514,252681,126269,18243,6348,101678,61564,17114,25740,14765,7378,1066,371,5941,3597,205085,127945,36236,27349,8887,40904,23073,17831,5829,4466,1363,198,1165,35184,28649,15306,1
4,0,1,1,24.7,40.1,21.2,14,518262,333695,110679,11759,6354,92566,73888,17721,29246,18830,6246,664,359,5224,4170,126517,81272,23970,18339,5631,21275,-884,22159,5118,2858,2260,297,1963,24720,28437,11288,0
4,0,6,4,26,37.1,18.2,18.7,631226,359778,126212,14483,6624,105105,145236,17921,35223,20076,7043,808,370,5865,8104,287474,205446,50971,36814,14157,31057,12463,18594,9640,6533,3107,512,2595,29821,31447,7165,0
4,0,7,9,32.7,37.2,21.7,8.4,448515,252689,131871,17255,6823,107793,63955,18144,24720,13927,7268,951,376,5941,3525,353292,250370,79385,62438,16947,23537,10524,13013,8643,6855,1788,415,1373,40876,36524,9478,0
4,0,7,9,33.7,36.6,18.1,11.6,530820,295460,150790,21541,7045,122204,84570,21659,24508,13641,6962,995,325,5642,3905,248373,171628,53727,42310,11417,23018,7564,15454,8013,6189,1824,352,1472,30996,27731,10499,0
4,0,6,6,41.5,34,15.5,9.1,444484,224695,152613,24462,7398,120753,67176,17067,26043,13165,8942,1433,433,7075,3936,252728,173349,49408,37143,12265,29971,13568,16403,7238,5380,1858,280,1578,34917,32221,10395,0
4,0,9,12,25.8,35.1,26.5,12.5,598464,275718,191652,11927,7401,172324,131094,21338,28047,12921,8982,559,347,8076,6144,282650,196210,54602,41310,13292,31838,3098,28740,9916,6410,3506,220,3286,28504,30610,8746,1
4,0,6,6,33.1,38.6,18.1,10.2,358039,178958,118661,18147,7402,93112,60420,14905,24021,12007,7961,1218,497,6247,4054,165381,109009,31410,23628,7782,24962,13975,10987,5267,3824,1443,322,1121,31399,28507,9801,0
4,0,6,6,34,34.6,22,9.4,482738,262675,139854,18944,7663,113247,80209,19067,25318,13776,7335,994,402,5939,4207,195038,128152,35668,26663,9005,31218,20682,10536,5957,4292,1665,346,1319,32741,29858,7988,0
4,0,6,6,34.7,35.4,20.8,9.1,620788,361582,169003,30020,7678,131305,90203,23592,26313,15326,7164,1272,325,5566,3823,390476,244405,70989,54239,16750,75082,63076,12006,11056,9050,2006,340,1666,35318,27006,7206,1
4,0,3,2,31.7,38.1,21.6,8.6,594296,360338,144190,22319,7698,114173,89768,21799,27263,16530,6615,1024,353,5238,4118,187644,119276,32576,24470,8106,35792,26222,9570,6005,4033,1972,407,1565,31248,29575,6115,0
4,0,1,1,28.7,37,23,11.3,478881,268706,139840,14486,7873,117481,70335,18233,26265,14737,7670,794,432,6443,3858,182468,116387,33683,25430,8253,32398,12961,19437,5506,3838,1668,219,1449,33140,30325,13414,1
4,0,1,1,20.5,33.2,28.2,18.1,691053,443225,122364,11193,8032,103139,125464,22325,30954,19853,5481,501,360,4620,5620,315251,214700,54006,38606,15400,46545,10916,35629,11076,7761,3315,166,3149,28463,27664,11314,2
4,0,8,4,29.1,38.9,21.6,10.4,599142,268364,204090,16146,8172,179772,126688,23661,25322,11342,8626,682,345,7598,5354,238798,162197,43144,31719,11425,33457,1627,31830,9556,5570,3986,194,3792,24989,29120,8394,0
4,0,6,4,24.5,40.5,20.5,14.4,648250,337189,166139,19068,8219,138852,144922,21179,30608,15921,7845,900,388,6556,6843,303981,213382,63782,49000,14782,26817,629,26188,9932,7048,2884,160,2724,30606,30276,9614,1
4,0,7,9,31.7,38.8,18.9,10.5,532451,275431,157507,23051,8249,126207,99513,21240,25068,12968,7416,1085,388,5942,4685,331103,243569,69062,52159,16903,18472,7367,11105,9460,7448,2012,358,1654,35000,32703,6714,0
4,0,3,2,13.3,23.4,23.5,39.8,1462975,1008902,149931,11416,8308,130207,304142,32386,45173,31152,4630,352,257,4020,9391,505562,334162,83262,60556,22706,88138,20243,67895,14908,9341,5567,319,5248,33912,35774,12937,7
4,0,7,8,34.2,37.2,19.1,9.5,416150,191067,152938,22479,8422,122037,72145,17581,23670,10868,8699,1279,479,6941,4104,247892,178130,51951,38155,13796,17811,5959,11852,8070,6316,1754,184,1570,30718,28203,7549,0
4,0,2,2,35.1,37,18.3,9.5,615544,345410,192767,34486,8482,149799,77367,23117,26627,14942,8339,1492,367,6480,3347,372422,257892,82901,65534,17367,31629,14493,17136,8900,6375,2525,367,2158,41845,40454,7941,0
4,0,6,6,30.6,39.7,19.1,10.6,688714,412252,166418,27259,8486,130673,110044,24893,27667,16561,6685,1095,341,5249,4421,320667,181664,50393,37840,12553,88610,28673,59937,8604,6121,2483,373,2110,37270,29679,28406,0
4,0,6,5,34.1,34.5,18.6,12.8,545286,281332,174439,30671,8564,135204,89515,23378,23325,12034,7462,1312,366,5783,3829,348043,244598,65162,47883,17279,38283,10920,27363,10626,8237,2389,186,2203,32754,29695,12421,0
4,0,2,2,21,29.4,28.4,21.1,1135641,750767,181272,15225,8580,157467,203602,31494,36059,23838,5756,483,272,5000,6465,204309,130008,36801,27945,8856,37500,-1142,38642,8192,5045,3147,265,2882,24940,25770,13408,0
4,0,8,7,24,35.1,25.4,15.4,698117,379167,188793,16335,8617,163841,130157,26949,25905,14070,7006,606,320,6080,4830,276456,184440,50042,37011,13031,41974,7951,34023,10075,6482,3593,242,3351,27440,28454,10153,0
4,0,1,1,30.2,39.9,21.3,8.6,601638,357262,159756,18790,8716,132250,84620,23682,25405,15086,6746,793,368,5584,3573,263074,187939,52559,39699,12860,22576,1861,20715,8652,6012,2640,121,2519,30406,31261,8224,0
4,0,3,2,22.1,41,21.8,15,829681,529269,179694,21645,8810,149239,120718,28710,28899,18435,6259,754,307,5198,4205,185565,124740,34764,26204,8560,26061,-93,26154,6118,4184,1934,165,1769,30331,29814,14785,0
4,0,8,7,33,37.5,19.2,10.3,597549,323509,175811,18965,8902,147944,98229,22152,26975,14604,7937,856,402,6679,4434,342750,215271,57613,42249,15364,69866,38614,31252,10620,7317,3303,690,2613,32274,29421,11960,1
4,0,6,6,32.8,39.2,18.1,9.8,551804,279571,169884,21702,8905,139277,102349,20335,27136,13748,8354,1067,438,6849,5033,307332,207589,59889,45122,14767,39854,6867,32987,9407,6917,2490,403,2087,32671,30011,15806,0
4,0,3,2,22.3,38.7,21.9,17.1,865080,560628,167645,16953,8949,141743,136807,26233,32977,21371,6391,646,341,5403,5215,324155,225947,64973,49880,15093,33235,6542,26693,9030,6469,2561,158,2403,35898,34928,11108,0
4,0,2,2,33.3,35.2,19.8,11.7,607339,347842,168884,25259,9138,134487,90613,21836,27814,15930,7734,1157,418,6159,4150,317807,231426,62949,46436,16513,23432,10830,12602,9541,7420,2121,174,1947,33310,31189,6473,0
4,0,6,5,26.6,33.2,23.4,16.8,775339,447233,196530,27992,9213,159325,131576,27474,28221,16278,7153,1019,335,5799,4789,390511,283495,82924,62146,20778,24092,9334,14758,11951,8814,3137,168,2969,32676,32164,4971,0
4,0,1,1,34.2,35.7,19.3,10.8,591348,324799,183651,27323,9417,146911,82898,22446,26345,14470,8182,1217,420,6545,3693,242086,165873,49614,37370,12244,26599,3364,23235,7783,5422,2361,315,2046,31104,30593,11356,1
4,0,2,2,21,32.8,26.8,19.3,1227419,880683,165969,17103,9547,139319,180767,29987,40932,29369,5535,570,318,4646,6028,284522,201658,53166,39070,14096,29698,3279,26419,10215,6459,3756,60,3696,27853,31221,7148,3
4,0,7,11,32.7,35,19.7,12.7,770136,435615,221660,33566,9839,178255,112861,27079,28440,16087,8186,1240,363,6583,4168,528867,373751,98661,72049,26612,56455,23325,33130,15192,11877,3315,259,3056,34812,31468,10841,2
4,0,3,2,29.2,40.8,19.1,10.9,767313,465946,193821,21849,9930,162042,107546,28008,27396,16636,6920,780,355,5786,3840,200547,109693,32750,25243,7507,58104,22327,35777,7073,3808,3265,652,2613,28354,28806,13692,2
4,0,6,4,34,33.3,19.8,12.9,724630,381153,210565,18920,10098,181547,132912,28174,25720,13529,7474,672,358,6444,4718,374983,252069,69436,51854,17582,53478,32573,20905,12027,8575,3452,294,3158,31178,29396,6620,2
4,0,6,5,39.6,34.6,18.1,7.7,620741,337010,195616,23847,10232,161537,88115,25894,23972,13015,7554,921,395,6238,3403,278831,188412,55579,41863,13716,34840,5569,29271,8353,6147,2206,254,1952,33381,30651,14995,2
